name,CMC,Type,Color,Set,Collector Number,Rarity,Color Category,status,Finish,board,maybeboard,image URL,image Back URL,tags,Notes,MTGO ID,Custom,Voucher,Artist
"Elesh Norn, Mother of Machines",5,"Legendary Creature - Phyrexian Praetor",W,"one","10",mythic,White,Owned,Foil,mainboard,false,,,"","",106235,false,false,"Martina Fačková"
"Ellie, Vengeful Hunter",3,"Legendary Creature - Human Survivor",BR,"sld","2203",mythic,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Irvin Rodriguez"
"Elmar, Ulvenwald Informant",3,"Legendary Creature - Human",GR,"slx","4",rare,null,Owned,Non-foil,mainboard,false,,,"","",105935,false,false,"Eliz Roxs"
"Elsha of the Infinite",5,"Legendary Creature - Djinn Monk",RUW,"2x2","208",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",101900,false,false,"G-host Lee"
"Elspeth, Storm Slayer",5,"Legendary Planeswalker - Elspeth",W,"tdm","11",mythic,White,Owned,Non-foil,mainboard,false,,,"","",138965,false,false,"Ekaterina Burmak"
"Elspeth, Sun's Champion",6,"Legendary Planeswalker - Elspeth",W,"mkc","62",mythic,null,Owned,Non-foil,mainboard,false,,,"","",122264,false,false,"Eric Deschamps"
"Elves of Deep Shadow",1,"Creature - Elf Druid",G,"rav","161",common,Multicolored,Owned,Non-foil,mainboard,false,,,"","",23100,false,false,"Justin Sweet"
"Elvish Mystic",1,"Creature - Elf Druid",G,"m15","173",common,Green,Owned,Non-foil,mainboard,false,,,"","",53460,false,false,"Wesley Burt"
"Elvish Reclaimer",1,"Creature - Elf Warrior",G,"m20","169",rare,null,Owned,Non-foil,mainboard,false,,,"","",73237,false,false,"Victor Adame Minguez"
"Elvish Spirit Guide",3,"Creature - Elf Spirit",G,"dmr","157",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",107803,false,false,"Anna Steinbauer"
"Emergence Zone",0,"Land",,"war","245",uncommon,Lands,Owned,Non-foil,mainboard,false,,,"","",72096,false,false,"Jonas De Ro"
"Emergency Eject",3,"Instant",W,"eoe","14",uncommon,White,Owned,Non-foil,mainboard,false,,,"","",142641,false,false,"Leon Tukker"
"Emiel the Blessed",4,"Legendary Creature - Unicorn",GW,"j22","180",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Antonio José Manzanedo"
"Emrakul, the Aeons Torn",15,"Legendary Creature - Eldrazi",,"mm2","3",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",57184,false,false,"Mark Tedin"
"Emrakul, the Promised End",13,"Legendary Creature - Eldrazi",,"emn","6",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",61068,false,false,"Jaime Jones"
"Endurance",3,"Creature - Elemental Incarnation",G,"mh2","157",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",90691,false,false,"Anastasia Ovchinnikova"
"Enlightened Tutor",1,"Instant",W,"6ed","19",rare,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dan Frazier"
"Entomb",1,"Instant",B,"uma","94",rare,Black,Owned,Non-foil,mainboard,false,,,"","",70261,false,false,"Seb McKinnon"
"Ephemerate",1,"Instant",W,"mh1","7",common,White,Owned,Non-foil,mainboard,false,,,"","",72386,false,false,"Bastien L. Deharme"
"Ersta, Friend to All",5,"Legendary Planeswalker - Ersta",BGRUW,"ph21","4",mythic,Multicolored,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Winona Nelson"
"Esika, God of the Tree",3,"Legendary Creature - God",GRBWU,"khm","168",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",87673,false,false,"Johannes Voss"
"Esper Sentinel",1,"Artifact Creature - Human Soldier",W,"mh2","12",rare,White,Owned,Non-foil,mainboard,false,,,"","",90393,false,false,"Eric Deschamps"
"Etali, Primal Conqueror",7,"Legendary Creature - Elder Dinosaur",RG,"mom","298",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",109508,false,false,"Yeong-Hao Han"
"Eternal Witness",3,"Creature - Human Shaman",G,"2x2","145",rare,Green,Owned,Non-foil,mainboard,false,,,"","",101774,false,false,"Chris Rahn"
"Exhume",2,"Sorcery",B,"usg","134",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",11897,false,false,"Carl Critchlow"
"Expropriate",9,"Sorcery",U,"spg","66",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",131423,false,false,"Borja Pindado"
"Faerie Mastermind",2,"Creature - Faerie Rogue",U,"soc","114",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",148699,false,false,"Kai Carpenter"
"Faithless Looting",1,"Sorcery",R,"sta","101",common,Red,Owned,Non-foil,mainboard,false,,,"","",99601,false,false,"Shiro Yayoi"
"Farewell",6,"Sorcery",W,"neo","365",rare,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Fuzichoco"
"Fastbond",1,"Enchantment",G,"vma","209",mythic,Green,Proxied,Non-foil,mainboard,false,,,"","",53237,false,false,"Nils Hamm"
"Fatal Push",1,"Instant",B,"aer","57",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",62689,false,false,"Eric Deschamps"
"Fear of Missing Out",2,"Enchantment Creature - Nightmare",R,"dsk","316",rare,null,Owned,Non-foil,mainboard,false,,,"","",129887,false,false,"Cacho Rubione"
"Felidar Guardian",4,"Creature - Cat Beast",W,"aer","19",rare,White,Owned,Non-foil,mainboard,false,,,"","",62593,false,false,"Jakub Kasper"
"Fell the Profane",4,"Instant",B,"mh3","244",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",126521,false,false,"Yeong-Hao Han"
"Fellwar Stone",2,"Artifact",,"blc","269",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",128685,false,false,"John Avon"
"Field of the Dead",0,"Land",,"m20","247",mythic,Lands,Proxied,Non-foil,mainboard,false,,,"","",73393,false,false,"Kev Walker"
"Fierce Guardianship",3,"Instant",U,"c20","35",rare,Blue,Proxied,Non-foil,mainboard,false,,,"","",80651,false,false,"Randy Vargas"
"Fiery Confluence",4,"Sorcery",R,"moc","278",rare,Red,Owned,Non-foil,mainboard,false,,,"","",111012,false,false,"Kieran Yanner"
"Final Fortune",2,"Instant",R,"7ed","182",rare,Red,Owned,Non-foil,mainboard,false,,,"","",15516,false,false,"Greg Hildebrandt & Tim Hildebrandt"
"Final Parting",5,"Sorcery",B,"dom","93",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",67651,false,false,"Eric Deschamps"
"Final Showdown",1,"Instant",W,"otj","11",mythic,null,Owned,Foil,mainboard,false,,,"","",123933,false,false,"Izzy"
"Finale of Devastation",2,"Sorcery",G,"war","160",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",71926,false,false,"Bayard Wu"
"Fire Covenant",3,"Instant",BR,"ice","289",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dan Frazier"
"Fire Lord Azula",4,"Legendary Creature - Human Noble",BRU,"tla","220",rare,null,Owned,Non-foil,mainboard,false,,,"","",144932,false,false,"Fahmi Fauzi"
"Flare of Denial",3,"Instant",U,"mh3","62",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",126141,false,false,"Jason A. Engle"
"Flare of Duplication",3,"Instant",R,"mh3","119",rare,Red,Owned,Non-foil,mainboard,false,,,"","",126255,false,false,"Olivier Bernard"
"Flare of Malice",4,"Instant",B,"mh3","95",rare,Black,Owned,Non-foil,mainboard,false,,,"","",126207,false,false,"David Palumbo"
"Flash",2,"Instant",U,"a25","57",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",67028,false,false,"Naomi Baker"
"Flawless Maneuver",3,"Instant",W,"cmm","24",rare,White,Owned,Non-foil,mainboard,false,,,"","",115147,false,false,"Zoltan Boros"
"Flesh Duplicate",2,"Creature - Shapeshifter Rebel",U,"who","44",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Kekai Kotaki"
"Flubs, the Fool",3,"Legendary Creature - Frog Scout",GRU,"blc","356",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128265,false,false,"Adam Rex"
"Flusterstorm",1,"Instant",U,"soa","83",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",148473,false,false,"AKAGI"
"Food Chain",3,"Enchantment",G,"mmq","246",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",13401,false,false,"Val Mayerik"
"Forbidden Orchard",0,"Land",,"chk","276",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",21437,false,false,"Dany Orizio"
"Force of Despair",3,"Instant",B,"mh1","92",rare,Black,Owned,Non-foil,mainboard,false,,,"","",72556,false,false,"Seb McKinnon"
"Force of Negation",3,"Instant",U,"mh1","52",rare,Blue,Proxied,Non-foil,mainboard,false,,,"","",72476,false,false,"Paul Scott Canavan"
"Force of Vigor",4,"Instant",G,"mh1","164",rare,Green,Owned,Non-foil,mainboard,false,,,"","",72700,false,false,"Randy Vargas"
"Force of Will",5,"Instant",U,"2xm","51",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",82136,false,false,"Terese Nielsen"
"Formidable Speaker",3,"Creature - Elf Druid",G,"ecl","176",rare,null,Owned,Non-foil,mainboard,false,,,"","",146743,false,false,"Aurore Folny"
"Frantic Search",3,"Instant",U,"uma","57",common,Blue,Owned,Non-foil,mainboard,false,,,"","",70187,false,false,"Mitchell Malloy"
"Fury",5,"Creature - Elemental Incarnation",R,"mh2","126",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",90629,false,false,"Raoul Vitale"
"Fyndhorn Elves",1,"Creature - Elf Druid",G,"cmr","228",common,Green,Owned,Non-foil,mainboard,false,,,"","",85238,false,false,"Igor Kieryluk"
"Gaea's Cradle",0,"Legendary Land",G,"usg","321",rare,Lands,Proxied,Non-foil,mainboard,false,,,"","",11867,false,false,"Mark Zug"
"Gamble",1,"Sorcery",R,"dmr","433",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",108095,false,false,"Daren Bader"
"Gemstone Caverns",0,"Legendary Land",,"tsr","280",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",86935,false,false,"Martina Pilcerova"
"Generous Patron",3,"Creature - Elf Advisor",G,"bbd","70",rare,Green,Owned,Non-foil,mainboard,false,,,"","",68868,false,false,"Lucas Graciano"
"Genesis Storm",6,"Sorcery",G,"c18","30",rare,Green,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Mark Poole"
"Ghalta, Primal Hunger",12,"Legendary Creature - Elder Dinosaur",G,"blc","220",rare,Green,Owned,Non-foil,mainboard,false,,,"","",128587,false,false,"Chase Stone"
"Ghalta, Stampede Tyrant",8,"Legendary Creature - Elder Dinosaur",G,"lci","185",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",118194,false,false,"Lars Grant-West"
"Ghave, Guru of Spores",5,"Legendary Creature - Fungus Shaman",BGW,"2x2","216",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",101916,false,false,"James Paick"
"Gifts Ungiven",4,"Instant",U,"chk","62",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",21335,false,false,"D. Alexander Gregory"
"Gigan, Cyberclaw Terror",6,"Legendary Creature - Demon Kraken",BU,"prm","80919",rare,null,Owned,Non-foil,mainboard,false,,,"","",80919,false,false,"Jesper Ejsing"
"Gilanra, Caller of Wirewood",3,"Legendary Creature - Elf Druid",G,"cmr","230",uncommon,Green,Owned,Non-foil,mainboard,false,,,"","",85242,false,false,"Jehan Choo"
"Gilded Drake",2,"Creature - Drake",U,"usg","76",rare,Blue,Proxied,Non-foil,mainboard,false,,,"","",11975,false,false,"Bob Eggleton"
"Gilded Lotus",5,"Artifact",,"cmm","387",rare,null,Owned,Non-foil,mainboard,false,,,"","",115003,false,false,"Volkan Baǵa"
"Gitaxian Probe",1,"Sorcery",U,"nph","35",common,Blue,Owned,Non-foil,mainboard,false,,,"","",39976,false,false,"Chippy"
"Giver of Runes",1,"Creature - Kor Cleric",W,"mh1","13",rare,White,Owned,Non-foil,mainboard,false,,,"","",72398,false,false,"Seb McKinnon"
"Glarb, Calamity's Augur",3,"Legendary Creature - Frog Wizard Noble",BGU,"blb","215",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",129675,false,false,"Bram Sels"
"Glaring Fleshraker",3,"Creature - Eldrazi Drone",,"mh3","7",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",126031,false,false,"Raph Lomotan"
"Glasspool Mimic",3,"Creature - Shapeshifter Rogue",U,"znr","60",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",83069,false,false,"Johan Grenier"
"Goblin Bombardment",2,"Enchantment",R,"mh2","279",rare,Red,Owned,Non-foil,mainboard,false,,,"","",90981,false,false,"Dave Kendall"
"Goblin Welder",1,"Creature - Goblin Artificer",R,"c14","177",rare,Red,Owned,Non-foil,mainboard,false,,,"","",54727,false,false,"Scott M. Fischer"
"God-Pharaoh's Statue",6,"Legendary Artifact",,"war","238",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",72082,false,false,"Igor Kieryluk"
"Gold Mine",0,"Land",,"cmb2","116",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Max McCall"
"Golgari Grave-Troll",5,"Creature - Troll Skeleton",G,"ddj","60",rare,Green,Owned,Non-foil,mainboard,false,,,"","",46158,false,false,"Greg Hildebrandt"
"Golgari Signet",2,"Artifact",BG,"c16","255",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Raoul Vitale"
"Golgari Thug",2,"Creature - Human Warrior",B,"rvr","76",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",120679,false,false,"Kev Walker"
"Golos, Tireless Pilgrim",5,"Legendary Artifact Creature - Scout",BGRUW,"m20","226",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",73351,false,false,"Joseph Meehan"
"Grand Abolisher",2,"Creature - Human Cleric",W,"big","2",mythic,White,Owned,Foil,mainboard,false,,,"","",125365,false,false,"Aurore Folny"
"Grapeshot",2,"Sorcery",R,"sta","102",common,Red,Owned,Non-foil,mainboard,false,,,"","",99603,false,false,"Hatori Kyoka"
"Greater Good",4,"Enchantment",G,"blc","223",rare,Green,Owned,Non-foil,mainboard,false,,,"","",128593,false,false,"Mathias Kollros"
"Green Sun's Zenith",1,"Sorcery",G,"2x2","150",rare,Green,Owned,Non-foil,mainboard,false,,,"","",101784,false,false,"David Rapoza"
"Grief",4,"Creature - Elemental Incarnation",B,"mh2","87",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",90547,false,false,"Nicholas Gregory"
"Grim Monolith",2,"Artifact",,"ulg","126",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",12551,false,false,"Chippy"
"Grinding Station",2,"Artifact",,"5dn","127",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",20840,false,false,"Greg Staples"
"Griselbrand",8,"Legendary Creature - Demon",B,"avr","106",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",44125,false,false,"Igor Kieryluk"
"Growing Rites of Itlimoc",3,"Legendary Enchantment",G,"lci","188",rare,Green,Owned,Non-foil,mainboard,false,,,"","",118200,false,false,"Josu Hernaiz"
"Gruul Signet",2,"Artifact",GR,"blc","273",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128693,false,false,"Efrem Palacios"
"Guttersnipe",3,"Creature - Goblin Shaman",R,"ima","131",uncommon,Red,Owned,Non-foil,mainboard,false,,,"","",66141,false,false,"Mathias Kollros"
"Hargilde, Kindly Runechanter",4,"Legendary Creature - Human",UW,"slx","5",rare,null,Owned,Non-foil,mainboard,false,,,"","",105937,false,false,"David Sondered"
"Haywire Mite",1,"Artifact Creature - Insect",,"dsc","247",uncommon,null,Owned,Non-foil,mainboard,false,,,"","",131119,false,false,"Izzy"
"Hazel's Brewmaster",4,"Creature - Squirrel Warlock",B,"blc","52",rare,Black,Owned,Non-foil,mainboard,false,,,"","",128213,false,false,"Simon Dominic"
"Hearthhull, the Worldseed",4,"Legendary Artifact - Spacecraft",BGR,"eoc","1",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",142179,false,false,"Daniel Ljunggren"
"Helga, Skittish Seer",3,"Legendary Creature - Frog Druid",GUW,"blb","217",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",129679,false,false,"Andrea Piparo"
"Hellkite Charger",6,"Creature - Dragon",R,"cmm","232",rare,null,Owned,Non-foil,mainboard,false,,,"","",114691,false,false,"Jaime Jones"
"Hellkite Tyrant",6,"Creature - Dragon",R,"c21","172",rare,Red,Owned,Non-foil,mainboard,false,,,"","",89445,false,false,"Aleksi Briclot"
"Helm of the Host",4,"Legendary Artifact - Equipment",,"blc","276",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",128699,false,false,"Igor Kieryluk"
"Hexing Squelcher",2,"Creature - Goblin Sorcerer",R,"ecl","145",rare,null,Owned,Non-foil,mainboard,false,,,"","",146681,false,false,"Matt Stewart"
"Hoarding Broodlord",8,"Creature - Dragon",B,"mom","110",rare,Black,Owned,Foil,mainboard,false,,,"","",110056,false,false,"Filip Burburan"
"Hogaak, Arisen Necropolis",3,"Legendary Creature - Avatar",BG,"mh1","202",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",72776,false,false,"Vincent Proce"
"Hope of Ghirapur",1,"Legendary Artifact Creature - Thopter",,"aer","154",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",62895,false,false,"Lius Lasahido"
"Hullbreacher",3,"Creature - Merfolk Pirate",U,"cmr","74",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",84930,false,false,"Sidharth Chaturvedi"
"Hullbreaker Horror",7,"Creature - Kraken Horror",U,"vow","63",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",94432,false,false,"Svetlin Velinov"
"Hushbringer",2,"Creature - Faerie",W,"eld","18",rare,null,Owned,Non-foil,mainboard,false,,,"","",78128,false,false,"Bastien L. Deharme"
"Icetill Explorer",4,"Creature - Insect Scout",G,"eoe","192",rare,Green,Owned,Non-foil,mainboard,false,,,"","",142997,false,false,"Warren Mahy"
"Ignoble Hierarch",1,"Creature - Goblin Shaman",G,"m3c","234",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",127009,false,false,"Mark Zug"
"Ikra Shidiqi, the Usurper",5,"Legendary Creature - Snake Wizard",BG,"cmr","519",mythic,Multicolored,Owned,Etched,mainboard,false,,,"","",-1,false,false,"Josu Hernaiz"
"Incarnation Technique",5,"Sorcery",B,"c21","41",rare,Black,Owned,Non-foil,mainboard,false,,,"","",89825,false,false,"Alexander Mokhov"
"Inkmoth Nexus",0,"Land",,"mbs","145",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",39329,false,false,"Jung Park"
"Intuition",3,"Instant",U,"tmp","70",rare,Blue,Proxied,Non-foil,mainboard,false,,,"","",9897,false,false,"April Lee"
"Invasion of Ikoria",2,"Battle - Siege",G,"mom","190",rare,Green,Owned,Non-foil,mainboard,false,,,"","",110254,false,false,"Antonio José Manzanedo"
"Inventors' Fair",0,"Legendary Land",,"kld","247",rare,Lands,Owned,Non-foil,mainboard,false,,,"","",61857,false,false,"Jonas De Ro"
"Inzerva, Master of Insights",5,"Legendary Planeswalker - Inzerva",RU,"ph17","2",mythic,Multicolored,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Filip Burburan"
"Iroh, Grand Lotus",6,"Legendary Creature - Human Noble Ally",GRU,"tla","227",rare,null,Owned,Non-foil,mainboard,false,,,"","",144946,false,false,"Fahmi Fauzi"
"Ironwill Forger",4,"Creature - Orc Artificer",W,"tdc","53",rare,White,Owned,Non-foil,mainboard,false,,,"","",138839,false,false,"Konstantin Porubov"
"Ishai, Ojutai Dragonspeaker",4,"Legendary Creature - Bird Monk",UW,"blc","89",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",128299,false,false,"Maxime Minard"
"Isochron Scepter",2,"Artifact",,"mrd","188",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",19665,false,false,"Mark Harrison"
"Izzet Signet",2,"Artifact",RU,"moc","362",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",111192,false,false,"Raoul Vitale"
"Jace, the Mind Sculptor",4,"Legendary Planeswalker - Jace",U,"2xm","56",mythic,Blue,Owned,Non-foil,mainboard,false,,,"","",82146,false,false,"Jason Chan"
"Jace, Wielder of Mysteries",4,"Legendary Planeswalker - Jace",U,"war","54",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",71714,false,false,"Anna Steinbauer"
"Jack-in-the-Mox",0,"Artifact",,"ugl","75",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dan Frazier"
"Jeska, Thrice Reborn",3,"Legendary Planeswalker - Jeska",R,"cmr","186",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",85154,false,false,"Yongjae Choi"
"Jeska's Will",3,"Sorcery",R,"cmr","187",rare,Red,Proxied,Non-foil,mainboard,false,,,"","",85156,false,false,"Izzy"
"Jetmir, Nexus of Revels",4,"Legendary Creature - Cat Demon",GRW,"snc","193",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",98605,false,false,"Ryan Pancoast"
"Jeweled Amulet",0,"Artifact",,"ice","326",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Dan Frazier"
"Jodah, the Unifier",5,"Legendary Creature - Human Wizard",BGRUW,"dmu","302",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Barbara Rosiak"
"Joel, Resolute Survivor",5,"Legendary Creature - Human Survivor",BG,"sld","2198",mythic,null,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Yongjae Choi"
"Kaldra Compleat",7,"Legendary Artifact - Equipment",,"mh2","227",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",90835,false,false,"Vincent Proce"
"Kamahl, Heart of Krosa",8,"Legendary Creature - Human Druid",G,"cmr","237",mythic,null,Owned,Non-foil,mainboard,false,,,"","",85256,false,false,"Kekai Kotaki"
"Karmic Guide",5,"Creature - Angel Spirit",W,"mh2","263",rare,White,Owned,Non-foil,mainboard,false,,,"","",90949,false,false,"Allen Williams"
"Karn, the Great Creator",4,"Legendary Planeswalker - Karn",,"war","1",rare,Colorless,Owned,Non-foil,mainboard,false,,,"","",71608,false,false,"Wisnu Tan"
"Karn's Temporal Sundering",6,"Legendary Sorcery",U,"dom","55",rare,Blue,Owned,Non-foil,mainboard,false,,,"","",67575,false,false,"Noah Bradley"
"Katerina of Myra's Marvels",4,"Legendary Creature - Human Performer",W,"unf","16",rare,White,Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Gaboleps"
"Kefka, Court Mage",5,"Legendary Creature - Human Wizard",BRU,"fin","231",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",141419,false,false,"Xui Ton"
"Kenrith, the Returned King",5,"Legendary Creature - Human Noble",BGRUW,"eld","303",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",78686,false,false,"Kieran Yanner"
"Kess, Dissident Mage",4,"Legendary Creature - Human Wizard",BRU,"c17","39",mythic,null,Owned,Non-foil,mainboard,false,,,"","",73850,false,false,"Izzy"
"Ketramose, the New Dawn",3,"Legendary Creature - God",BW,"dft","209",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",136541,false,false,"Maaz Ali Khan"
"Kiki-Jiki, Mirror Breaker",5,"Legendary Creature - Goblin Shaman",R,"ima","136",mythic,Red,Owned,Non-foil,mainboard,false,,,"","",66151,false,false,"Steven Belledin"
"Kinnan, Bonder Prodigy",2,"Legendary Creature - Human Druid",GU,"iko","192",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",80393,false,false,"Jason Rainville"
"Kodama of the East Tree",6,"Legendary Creature - Spirit",G,"blc","227",rare,Green,Owned,Non-foil,mainboard,false,,,"","",128601,false,false,"Daarken"
"Korvold, Fae-Cursed King",5,"Legendary Creature - Dragon Noble",BGR,"eld","329",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",78718,false,false,"Wisnu Tan"
"Kozilek, Butcher of Truth",10,"Legendary Creature - Eldrazi",,"2x2","2",mythic,Colorless,Owned,Non-foil,mainboard,false,,,"","",101488,false,false,"Michael Komarck"
"Kozilek, the Great Distortion",10,"Legendary Creature - Eldrazi",,"cmm","452",mythic,null,Owned,Etched,mainboard,false,,,"","",113249,false,false,"Aleksi Briclot"
"Krark, the Thumbless",2,"Legendary Creature - Goblin Wizard",R,"cmr","189",rare,Red,Owned,Non-foil,mainboard,false,,,"","",85160,false,false,"Mathias Kollros"
"Kraum, Ludevic's Opus",5,"Legendary Creature - Zombie Horror",RU,"c16","34",rare,Multicolored,Owned,Foil,mainboard,false,,,"","",-1,false,false,"Aaron Miller"
"Kroxa, Titan of Death's Hunger",2,"Legendary Creature - Elder Giant",BR,"thb","221",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",79566,false,false,"Vincent Proce"
"Kutzil, Malamet Exemplar",3,"Legendary Creature - Cat Warrior",GW,"lci","232",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",118302,false,false,"Marie Magny"
"Kykar, Wind's Fury",4,"Legendary Creature - Bird Wizard",RUW,"moc","334",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",111128,false,false,"G-host Lee"
"Lam, Storm Crane Elder",4,"Legendary Creature - Human Monk",W,"ytdm","1",mythic,White,Premium Owned,Non-foil,mainboard,false,,,"","",-1,false,false,"Irina Nordsol"
"Last March of the Ents",8,"Sorcery",G,"ltr","172",mythic,Green,Owned,Non-foil,mainboard,false,,,"","",112254,false,false,"John Tedrick"
"Leovold, Emissary of Trest",3,"Legendary Creature - Elf Advisor",BGU,"uma","202",mythic,Multicolored,Owned,Non-foil,mainboard,false,,,"","",70037,false,false,"Magali Villeneuve"
"Library of Alexandria",0,"Land",,"vma","303",uncommon,Lands,Proxied,Non-foil,mainboard,false,,,"","",53159,false,false,"Drew Baker"
"Liesa, Shroud of Dusk",5,"Legendary Creature - Angel",BW,"cmr","286",rare,Multicolored,Owned,Non-foil,mainboard,false,,,"","",85354,false,false,"Slawomir Maniak"
"Life from the Loam",2,"Sorcery",G,"uma","172",rare,Green,Owned,Non-foil,mainboard,false,,,"","",70027,false,false,"Sung Choi"
"Lightning Bolt",1,"Instant",R,"2x2","117",rare,Red,Owned,Non-foil,mainboard,false,,,"","",101718,false,false,"Christopher Moeller"
"Lightning Greaves",2,"Artifact - Equipment",,"otc","260",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",124983,false,false,"Jeremy Jarvis"
"Liliana of the Veil",3,"Legendary Planeswalker - Liliana",B,"mm3","76",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",63283,false,false,"Steve Argyle"
"Liliana, the Last Hope",3,"Legendary Planeswalker - Liliana",B,"emn","93",mythic,Black,Owned,Non-foil,mainboard,false,,,"","",61152,false,false,"Anna Steinbauer"
"Lim-Dûl's Vault",2,"Instant",BU,"c13","197",uncommon,Multicolored,Owned,Non-foil,mainboard,false,,,"","",51240,false,false,"Wayne England"
"Lion's Eye Diamond",0,"Artifact",,"mir","307",rare,Colorless,Proxied,Non-foil,mainboard,false,,,"","",7103,false,false,"Margaret Organ-Kean"
"Liquimetal Torque",2,"Artifact",,"mh2","228",uncommon,Colorless,Owned,Non-foil,mainboard,false,,,"","",90837,false,false,"Brian Snõddy"
"Lively Dirge",2,"Sorcery",B,"otj","93",uncommon,Black,Owned,Non-foil,mainboard,false,,,"","",124097,false,false,"Warren Mahy"
"Living Death",5,"Sorcery",B,"cmd","88",rare,Black,Owned,Non-foil,mainboard,false,,,"","",40480,false,false,"Charles Gillespie"
